Part,Description,Value,Case,Power,Supplier 1,Supplier Part Number 1,Library Path,Library Ref,Footprint Path,Footprint Ref,Company,Comment
RES0603_45.3,"RES 0603 45.3Ohm 1/10W",45.3,0603,1/10,Digikey,541-45.3HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_46.4,"RES 0603 46.4Ohm 1/10W",46.4,0603,1/10,Digikey,541-46.4HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_47.5,"RES 0603 47.5Ohm 1/10W",47.5,0603,1/10,Digikey,541-47.5HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_48.7,"RES 0603 48.7Ohm 1/10W",48.7,0603,1/10,Digikey,541-48.7HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_49.9,"RES 0603 49.9Ohm 1/10W",49.9,0603,1/10,Digikey,541-49.9HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_51.1,"RES 0603 51.1Ohm 1/10W",51.1,0603,1/10,Digikey,541-51.1HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_52.3,"RES 0603 52.3Ohm 1/10W",52.3,0603,1/10,Digikey,541-52.3HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_53.6,"RES 0603 53.6Ohm 1/10W",53.6,0603,1/10,Digikey,541-53.6HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_54.9,"RES 0603 54.9Ohm 1/10W",54.9,0603,1/10,Digikey,541-54.9HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_56.2,"RES 0603 56.2Ohm 1/10W",56.2,0603,1/10,Digikey,541-56.2HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_57.6,"RES 0603 57.6Ohm 1/10W",57.6,0603,1/10,Digikey,541-57.6HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_59.0,"RES 0603 59.0Ohm 1/10W",59.0,0603,1/10,Digikey,541-59.0HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_60.4,"RES 0603 60.4Ohm 1/10W",60.4,0603,1/10,Digikey,541-60.4HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_61.9,"RES 0603 61.9Ohm 1/10W",61.9,0603,1/10,Digikey,541-61.9HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_63.4,"RES 0603 63.4Ohm 1/10W",63.4,0603,1/10,Digikey,541-63.4HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_64.9,"RES 0603 64.9Ohm 1/10W",64.9,0603,1/10,Digikey,541-64.9HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_66.5,"RES 0603 66.5Ohm 1/10W",66.5,0603,1/10,Digikey,541-66.5HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_68.1,"RES 0603 68.1Ohm 1/10W",68.1,0603,1/10,Digikey,541-68.1HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_69.8,"RES 0603 69.8Ohm 1/10W",69.8,0603,1/10,Digikey,541-69.8HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_71.5,"RES 0603 71.5Ohm 1/10W",71.5,0603,1/10,Digikey,541-71.5HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_73.2,"RES 0603 73.2Ohm 1/10W",73.2,0603,1/10,Digikey,541-73.2HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_75.0,"RES 0603 75.0Ohm 1/10W",75.0,0603,1/10,Digikey,541-75.0HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_76.8,"RES 0603 76.8Ohm 1/10W",76.8,0603,1/10,Digikey,541-76.8HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_78.7,"RES 0603 78.7Ohm 1/10W",78.7,0603,1/10,Digikey,541-78.7HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_80.6,"RES 0603 80.6Ohm 1/10W",80.6,0603,1/10,Digikey,541-80.6HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_82.5,"RES 0603 82.5Ohm 1/10W",82.5,0603,1/10,Digikey,541-82.5HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_84.5,"RES 0603 84.5Ohm 1/10W",84.5,0603,1/10,Digikey,541-84.5HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_86.6,"RES 0603 86.6Ohm 1/10W",86.6,0603,1/10,Digikey,541-86.6HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_88.7,"RES 0603 88.7Ohm 1/10W",88.7,0603,1/10,Digikey,541-88.7HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_90.9,"RES 0603 90.9Ohm 1/10W",90.9,0603,1/10,Digikey,541-90.9HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_93.1,"RES 0603 93.1Ohm 1/10W",93.1,0603,1/10,Digikey,541-93.1HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_95.3,"RES 0603 95.3Ohm 1/10W",95.3,0603,1/10,Digikey,541-95.3HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_97.6,"RES 0603 97.6Ohm 1/10W",97.6,0603,1/10,Digikey,541-97.6HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_100,"RES 0603 100Ohm 1/10W",100,0603,1/10,Digikey,541-100HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_102,"RES 0603 102Ohm 1/10W",102,0603,1/10,Digikey,541-102HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_105,"RES 0603 105Ohm 1/10W",105,0603,1/10,Digikey,541-105HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_107,"RES 0603 107Ohm 1/10W",107,0603,1/10,Digikey,541-107HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_110,"RES 0603 110Ohm 1/10W",110,0603,1/10,Digikey,541-110HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_113,"RES 0603 113Ohm 1/10W",113,0603,1/10,Digikey,541-113HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_115,"RES 0603 115Ohm 1/10W",115,0603,1/10,Digikey,541-115HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_118,"RES 0603 118Ohm 1/10W",118,0603,1/10,Digikey,541-118HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_121,"RES 0603 121Ohm 1/10W",121,0603,1/10,Digikey,541-121HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_124,"RES 0603 124Ohm 1/10W",124,0603,1/10,Digikey,541-124HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_127,"RES 0603 127Ohm 1/10W",127,0603,1/10,Digikey,541-127HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_130,"RES 0603 130Ohm 1/10W",130,0603,1/10,Digikey,541-130HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_133,"RES 0603 133Ohm 1/10W",133,0603,1/10,Digikey,541-133HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_137,"RES 0603 137Ohm 1/10W",137,0603,1/10,Digikey,541-137HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_140,"RES 0603 140Ohm 1/10W",140,0603,1/10,Digikey,541-140HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_143,"RES 0603 143Ohm 1/10W",143,0603,1/10,Digikey,541-143HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_147,"RES 0603 147Ohm 1/10W",147,0603,1/10,Digikey,541-147HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_150,"RES 0603 150Ohm 1/10W",150,0603,1/10,Digikey,541-150HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_154,"RES 0603 154Ohm 1/10W",154,0603,1/10,Digikey,541-154HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_158,"RES 0603 158Ohm 1/10W",158,0603,1/10,Digikey,541-158HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_162,"RES 0603 162Ohm 1/10W",162,0603,1/10,Digikey,541-162HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_165,"RES 0603 165Ohm 1/10W",165,0603,1/10,Digikey,541-165HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_169,"RES 0603 169Ohm 1/10W",169,0603,1/10,Digikey,541-169HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_174,"RES 0603 174Ohm 1/10W",174,0603,1/10,Digikey,541-174HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_178,"RES 0603 178Ohm 1/10W",178,0603,1/10,Digikey,541-178HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_182,"RES 0603 182Ohm 1/10W",182,0603,1/10,Digikey,541-182HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_187,"RES 0603 187Ohm 1/10W",187,0603,1/10,Digikey,541-187HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_191,"RES 0603 191Ohm 1/10W",191,0603,1/10,Digikey,541-191HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_196,"RES 0603 196Ohm 1/10W",196,0603,1/10,Digikey,541-196HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_200,"RES 0603 200Ohm 1/10W",200,0603,1/10,Digikey,541-200HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_205,"RES 0603 205Ohm 1/10W",205,0603,1/10,Digikey,541-205HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_210,"RES 0603 210Ohm 1/10W",210,0603,1/10,Digikey,541-210HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_215,"RES 0603 215Ohm 1/10W",215,0603,1/10,Digikey,541-215HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_221,"RES 0603 221Ohm 1/10W",221,0603,1/10,Digikey,541-221HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_226,"RES 0603 226Ohm 1/10W",226,0603,1/10,Digikey,541-226HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_232,"RES 0603 232Ohm 1/10W",232,0603,1/10,Digikey,541-232HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_237,"RES 0603 237Ohm 1/10W",237,0603,1/10,Digikey,541-237HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_243,"RES 0603 243Ohm 1/10W",243,0603,1/10,Digikey,541-243HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_249,"RES 0603 249Ohm 1/10W",249,0603,1/10,Digikey,541-249HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_255,"RES 0603 255Ohm 1/10W",255,0603,1/10,Digikey,541-255HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_261,"RES 0603 261Ohm 1/10W",261,0603,1/10,Digikey,541-261HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_267,"RES 0603 267Ohm 1/10W",267,0603,1/10,Digikey,541-267HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_274,"RES 0603 274Ohm 1/10W",274,0603,1/10,Digikey,541-274HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_280,"RES 0603 280Ohm 1/10W",280,0603,1/10,Digikey,541-280HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_287,"RES 0603 287Ohm 1/10W",287,0603,1/10,Digikey,541-287HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_294,"RES 0603 294Ohm 1/10W",294,0603,1/10,Digikey,541-294HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_301,"RES 0603 301Ohm 1/10W",301,0603,1/10,Digikey,541-301HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_309,"RES 0603 309Ohm 1/10W",309,0603,1/10,Digikey,541-309HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_316,"RES 0603 316Ohm 1/10W",316,0603,1/10,Digikey,541-316HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_324,"RES 0603 324Ohm 1/10W",324,0603,1/10,Digikey,541-324HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_332,"RES 0603 332Ohm 1/10W",332,0603,1/10,Digikey,541-332HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_340,"RES 0603 340Ohm 1/10W",340,0603,1/10,Digikey,541-340HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_348,"RES 0603 348Ohm 1/10W",348,0603,1/10,Digikey,541-348HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_357,"RES 0603 357Ohm 1/10W",357,0603,1/10,Digikey,541-357HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_365,"RES 0603 365Ohm 1/10W",365,0603,1/10,Digikey,541-365HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_374,"RES 0603 374Ohm 1/10W",374,0603,1/10,Digikey,541-374HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_383,"RES 0603 383Ohm 1/10W",383,0603,1/10,Digikey,541-383HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_392,"RES 0603 392Ohm 1/10W",392,0603,1/10,Digikey,541-392HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_402,"RES 0603 402Ohm 1/10W",402,0603,1/10,Digikey,541-402HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_412,"RES 0603 412Ohm 1/10W",412,0603,1/10,Digikey,541-412HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_422,"RES 0603 422Ohm 1/10W",422,0603,1/10,Digikey,541-422HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_432,"RES 0603 432Ohm 1/10W",432,0603,1/10,Digikey,541-432HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_442,"RES 0603 442Ohm 1/10W",442,0603,1/10,Digikey,541-442HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_453,"RES 0603 453Ohm 1/10W",453,0603,1/10,Digikey,541-453HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_464,"RES 0603 464Ohm 1/10W",464,0603,1/10,Digikey,541-464HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_475,"RES 0603 475Ohm 1/10W",475,0603,1/10,Digikey,541-475HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_487,"RES 0603 487Ohm 1/10W",487,0603,1/10,Digikey,541-487HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_499,"RES 0603 499Ohm 1/10W",499,0603,1/10,Digikey,541-499HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_511,"RES 0603 511Ohm 1/10W",511,0603,1/10,Digikey,541-511HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_523,"RES 0603 523Ohm 1/10W",523,0603,1/10,Digikey,541-523HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_536,"RES 0603 536Ohm 1/10W",536,0603,1/10,Digikey,541-536HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_549,"RES 0603 549Ohm 1/10W",549,0603,1/10,Digikey,541-549HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_562,"RES 0603 562Ohm 1/10W",562,0603,1/10,Digikey,541-562HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_576,"RES 0603 576Ohm 1/10W",576,0603,1/10,Digikey,541-576HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_590,"RES 0603 590Ohm 1/10W",590,0603,1/10,Digikey,541-590HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_604,"RES 0603 604Ohm 1/10W",604,0603,1/10,Digikey,541-604HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_619,"RES 0603 619Ohm 1/10W",619,0603,1/10,Digikey,541-619HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_634,"RES 0603 634Ohm 1/10W",634,0603,1/10,Digikey,541-634HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_649,"RES 0603 649Ohm 1/10W",649,0603,1/10,Digikey,541-649HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_665,"RES 0603 665Ohm 1/10W",665,0603,1/10,Digikey,541-665HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_681,"RES 0603 681Ohm 1/10W",681,0603,1/10,Digikey,541-681HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_698,"RES 0603 698Ohm 1/10W",698,0603,1/10,Digikey,541-698HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_715,"RES 0603 715Ohm 1/10W",715,0603,1/10,Digikey,541-715HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_732,"RES 0603 732Ohm 1/10W",732,0603,1/10,Digikey,541-732HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_750,"RES 0603 750Ohm 1/10W",750,0603,1/10,Digikey,541-750HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_768,"RES 0603 768Ohm 1/10W",768,0603,1/10,Digikey,541-768HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_787,"RES 0603 787Ohm 1/10W",787,0603,1/10,Digikey,541-787HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_806,"RES 0603 806Ohm 1/10W",806,0603,1/10,Digikey,541-806HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_825,"RES 0603 825Ohm 1/10W",825,0603,1/10,Digikey,541-825HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_845,"RES 0603 845Ohm 1/10W",845,0603,1/10,Digikey,541-845HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_866,"RES 0603 866Ohm 1/10W",866,0603,1/10,Digikey,541-866HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_887,"RES 0603 887Ohm 1/10W",887,0603,1/10,Digikey,541-887HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_909,"RES 0603 909Ohm 1/10W",909,0603,1/10,Digikey,541-909HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_931,"RES 0603 931Ohm 1/10W",931,0603,1/10,Digikey,541-931HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_953,"RES 0603 953Ohm 1/10W",953,0603,1/10,Digikey,541-953HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_976,"RES 0603 976Ohm 1/10W",976,0603,1/10,Digikey,541-976HCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.00,"RES 0603 1.00Ohm 1/10W",1.00,0603,1/10,Digikey,541-1HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.02,"RES 0603 1.02Ohm 1/10W",1.02,0603,1/10,Digikey,541-1.02HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.05,"RES 0603 1.05Ohm 1/10W",1.05,0603,1/10,Digikey,541-1.05HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.07,"RES 0603 1.07Ohm 1/10W",1.07,0603,1/10,Digikey,541-1.07HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.10,"RES 0603 1.10Ohm 1/10W",1.10,0603,1/10,Digikey,541-1.1HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.13,"RES 0603 1.13Ohm 1/10W",1.13,0603,1/10,Digikey,541-1.13HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.15,"RES 0603 1.15Ohm 1/10W",1.15,0603,1/10,Digikey,541-1.15HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.18,"RES 0603 1.18Ohm 1/10W",1.18,0603,1/10,Digikey,541-1.18HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
RES0603_1.21,"RES 0603 1.21Ohm 1/10W",1.21,0603,1/10,Digikey,541-1.21HHCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0603,Atlantix EDA, =Description
