Part,Description,Value,Case,Power,Supplier 1,Supplier Part Number 1,Library Path,Library Ref,Footprint Path,Footprint Ref,Company,Comment
RES0805_15.4,"RES 0805 15.4Ohm 1/8W",15.4,0805,1/8,Digikey,541-15.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_15.8,"RES 0805 15.8Ohm 1/8W",15.8,0805,1/8,Digikey,541-15.8CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_16.2,"RES 0805 16.2Ohm 1/8W",16.2,0805,1/8,Digikey,541-16.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_16.5,"RES 0805 16.5Ohm 1/8W",16.5,0805,1/8,Digikey,541-16.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_16.9,"RES 0805 16.9Ohm 1/8W",16.9,0805,1/8,Digikey,541-16.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_17.4,"RES 0805 17.4Ohm 1/8W",17.4,0805,1/8,Digikey,541-17.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_17.8,"RES 0805 17.8Ohm 1/8W",17.8,0805,1/8,Digikey,541-17.8CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_18.2,"RES 0805 18.2Ohm 1/8W",18.2,0805,1/8,Digikey,541-18.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_18.7,"RES 0805 18.7Ohm 1/8W",18.7,0805,1/8,Digikey,541-18.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_19.1,"RES 0805 19.1Ohm 1/8W",19.1,0805,1/8,Digikey,541-19.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_19.6,"RES 0805 19.6Ohm 1/8W",19.6,0805,1/8,Digikey,541-19.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_20.0,"RES 0805 20.0Ohm 1/8W",20.0,0805,1/8,Digikey,541-20.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_20.5,"RES 0805 20.5Ohm 1/8W",20.5,0805,1/8,Digikey,541-20.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_21.0,"RES 0805 21.0Ohm 1/8W",21.0,0805,1/8,Digikey,541-21.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_21.5,"RES 0805 21.5Ohm 1/8W",21.5,0805,1/8,Digikey,541-21.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_22.1,"RES 0805 22.1Ohm 1/8W",22.1,0805,1/8,Digikey,541-22.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_22.6,"RES 0805 22.6Ohm 1/8W",22.6,0805,1/8,Digikey,541-22.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_23.2,"RES 0805 23.2Ohm 1/8W",23.2,0805,1/8,Digikey,541-23.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_23.7,"RES 0805 23.7Ohm 1/8W",23.7,0805,1/8,Digikey,541-23.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_24.3,"RES 0805 24.3Ohm 1/8W",24.3,0805,1/8,Digikey,541-24.3CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_24.9,"RES 0805 24.9Ohm 1/8W",24.9,0805,1/8,Digikey,541-24.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_25.5,"RES 0805 25.5Ohm 1/8W",25.5,0805,1/8,Digikey,541-25.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_26.1,"RES 0805 26.1Ohm 1/8W",26.1,0805,1/8,Digikey,541-26.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_26.7,"RES 0805 26.7Ohm 1/8W",26.7,0805,1/8,Digikey,541-26.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_27.4,"RES 0805 27.4Ohm 1/8W",27.4,0805,1/8,Digikey,541-27.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_28.0,"RES 0805 28.0Ohm 1/8W",28.0,0805,1/8,Digikey,541-28.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_28.7,"RES 0805 28.7Ohm 1/8W",28.7,0805,1/8,Digikey,541-28.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_29.4,"RES 0805 29.4Ohm 1/8W",29.4,0805,1/8,Digikey,541-29.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_30.1,"RES 0805 30.1Ohm 1/8W",30.1,0805,1/8,Digikey,541-30.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_30.9,"RES 0805 30.9Ohm 1/8W",30.9,0805,1/8,Digikey,541-30.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_31.6,"RES 0805 31.6Ohm 1/8W",31.6,0805,1/8,Digikey,541-31.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_32.4,"RES 0805 32.4Ohm 1/8W",32.4,0805,1/8,Digikey,541-32.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_33.2,"RES 0805 33.2Ohm 1/8W",33.2,0805,1/8,Digikey,541-33.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_34.0,"RES 0805 34.0Ohm 1/8W",34.0,0805,1/8,Digikey,541-34.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_34.8,"RES 0805 34.8Ohm 1/8W",34.8,0805,1/8,Digikey,541-34.8CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_35.7,"RES 0805 35.7Ohm 1/8W",35.7,0805,1/8,Digikey,541-35.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_36.5,"RES 0805 36.5Ohm 1/8W",36.5,0805,1/8,Digikey,541-36.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_37.4,"RES 0805 37.4Ohm 1/8W",37.4,0805,1/8,Digikey,541-37.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_38.3,"RES 0805 38.3Ohm 1/8W",38.3,0805,1/8,Digikey,541-38.3CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_39.2,"RES 0805 39.2Ohm 1/8W",39.2,0805,1/8,Digikey,541-39.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_40.2,"RES 0805 40.2Ohm 1/8W",40.2,0805,1/8,Digikey,541-40.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_41.2,"RES 0805 41.2Ohm 1/8W",41.2,0805,1/8,Digikey,541-41.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_42.2,"RES 0805 42.2Ohm 1/8W",42.2,0805,1/8,Digikey,541-42.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_43.2,"RES 0805 43.2Ohm 1/8W",43.2,0805,1/8,Digikey,541-43.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_44.2,"RES 0805 44.2Ohm 1/8W",44.2,0805,1/8,Digikey,541-44.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_45.3,"RES 0805 45.3Ohm 1/8W",45.3,0805,1/8,Digikey,541-45.3CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_46.4,"RES 0805 46.4Ohm 1/8W",46.4,0805,1/8,Digikey,541-46.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_47.5,"RES 0805 47.5Ohm 1/8W",47.5,0805,1/8,Digikey,541-47.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_48.7,"RES 0805 48.7Ohm 1/8W",48.7,0805,1/8,Digikey,541-48.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_49.9,"RES 0805 49.9Ohm 1/8W",49.9,0805,1/8,Digikey,541-49.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_51.1,"RES 0805 51.1Ohm 1/8W",51.1,0805,1/8,Digikey,541-51.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_52.3,"RES 0805 52.3Ohm 1/8W",52.3,0805,1/8,Digikey,541-52.3CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_53.6,"RES 0805 53.6Ohm 1/8W",53.6,0805,1/8,Digikey,541-53.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_54.9,"RES 0805 54.9Ohm 1/8W",54.9,0805,1/8,Digikey,541-54.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_56.2,"RES 0805 56.2Ohm 1/8W",56.2,0805,1/8,Digikey,541-56.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_57.6,"RES 0805 57.6Ohm 1/8W",57.6,0805,1/8,Digikey,541-57.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_59.0,"RES 0805 59.0Ohm 1/8W",59.0,0805,1/8,Digikey,541-59.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_60.4,"RES 0805 60.4Ohm 1/8W",60.4,0805,1/8,Digikey,541-60.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_61.9,"RES 0805 61.9Ohm 1/8W",61.9,0805,1/8,Digikey,541-61.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_63.4,"RES 0805 63.4Ohm 1/8W",63.4,0805,1/8,Digikey,541-63.4CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_64.9,"RES 0805 64.9Ohm 1/8W",64.9,0805,1/8,Digikey,541-64.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_66.5,"RES 0805 66.5Ohm 1/8W",66.5,0805,1/8,Digikey,541-66.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_68.1,"RES 0805 68.1Ohm 1/8W",68.1,0805,1/8,Digikey,541-68.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_69.8,"RES 0805 69.8Ohm 1/8W",69.8,0805,1/8,Digikey,541-69.8CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_71.5,"RES 0805 71.5Ohm 1/8W",71.5,0805,1/8,Digikey,541-71.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_73.2,"RES 0805 73.2Ohm 1/8W",73.2,0805,1/8,Digikey,541-73.2CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_75.0,"RES 0805 75.0Ohm 1/8W",75.0,0805,1/8,Digikey,541-75.0CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_76.8,"RES 0805 76.8Ohm 1/8W",76.8,0805,1/8,Digikey,541-76.8CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_78.7,"RES 0805 78.7Ohm 1/8W",78.7,0805,1/8,Digikey,541-78.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_80.6,"RES 0805 80.6Ohm 1/8W",80.6,0805,1/8,Digikey,541-80.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_82.5,"RES 0805 82.5Ohm 1/8W",82.5,0805,1/8,Digikey,541-82.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_84.5,"RES 0805 84.5Ohm 1/8W",84.5,0805,1/8,Digikey,541-84.5CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_86.6,"RES 0805 86.6Ohm 1/8W",86.6,0805,1/8,Digikey,541-86.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_88.7,"RES 0805 88.7Ohm 1/8W",88.7,0805,1/8,Digikey,541-88.7CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_90.9,"RES 0805 90.9Ohm 1/8W",90.9,0805,1/8,Digikey,541-90.9CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_93.1,"RES 0805 93.1Ohm 1/8W",93.1,0805,1/8,Digikey,541-93.1CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_95.3,"RES 0805 95.3Ohm 1/8W",95.3,0805,1/8,Digikey,541-95.3CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_97.6,"RES 0805 97.6Ohm 1/8W",97.6,0805,1/8,Digikey,541-97.6CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_100,"RES 0805 100Ohm 1/8W",100,0805,1/8,Digikey,541-100CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_102,"RES 0805 102Ohm 1/8W",102,0805,1/8,Digikey,541-102CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_105,"RES 0805 105Ohm 1/8W",105,0805,1/8,Digikey,541-105CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_107,"RES 0805 107Ohm 1/8W",107,0805,1/8,Digikey,541-107CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_110,"RES 0805 110Ohm 1/8W",110,0805,1/8,Digikey,541-110CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_113,"RES 0805 113Ohm 1/8W",113,0805,1/8,Digikey,541-113CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_115,"RES 0805 115Ohm 1/8W",115,0805,1/8,Digikey,541-115CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_118,"RES 0805 118Ohm 1/8W",118,0805,1/8,Digikey,541-118CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_121,"RES 0805 121Ohm 1/8W",121,0805,1/8,Digikey,541-121CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_124,"RES 0805 124Ohm 1/8W",124,0805,1/8,Digikey,541-124CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_127,"RES 0805 127Ohm 1/8W",127,0805,1/8,Digikey,541-127CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_130,"RES 0805 130Ohm 1/8W",130,0805,1/8,Digikey,541-130CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_133,"RES 0805 133Ohm 1/8W",133,0805,1/8,Digikey,541-133CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_137,"RES 0805 137Ohm 1/8W",137,0805,1/8,Digikey,541-137CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_140,"RES 0805 140Ohm 1/8W",140,0805,1/8,Digikey,541-140CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_143,"RES 0805 143Ohm 1/8W",143,0805,1/8,Digikey,541-143CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_147,"RES 0805 147Ohm 1/8W",147,0805,1/8,Digikey,541-147CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_150,"RES 0805 150Ohm 1/8W",150,0805,1/8,Digikey,541-150CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_154,"RES 0805 154Ohm 1/8W",154,0805,1/8,Digikey,541-154CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_158,"RES 0805 158Ohm 1/8W",158,0805,1/8,Digikey,541-158CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_162,"RES 0805 162Ohm 1/8W",162,0805,1/8,Digikey,541-162CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_165,"RES 0805 165Ohm 1/8W",165,0805,1/8,Digikey,541-165CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_169,"RES 0805 169Ohm 1/8W",169,0805,1/8,Digikey,541-169CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_174,"RES 0805 174Ohm 1/8W",174,0805,1/8,Digikey,541-174CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_178,"RES 0805 178Ohm 1/8W",178,0805,1/8,Digikey,541-178CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_182,"RES 0805 182Ohm 1/8W",182,0805,1/8,Digikey,541-182CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_187,"RES 0805 187Ohm 1/8W",187,0805,1/8,Digikey,541-187CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_191,"RES 0805 191Ohm 1/8W",191,0805,1/8,Digikey,541-191CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_196,"RES 0805 196Ohm 1/8W",196,0805,1/8,Digikey,541-196CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_200,"RES 0805 200Ohm 1/8W",200,0805,1/8,Digikey,541-200CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_205,"RES 0805 205Ohm 1/8W",205,0805,1/8,Digikey,541-205CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_210,"RES 0805 210Ohm 1/8W",210,0805,1/8,Digikey,541-210CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_215,"RES 0805 215Ohm 1/8W",215,0805,1/8,Digikey,541-215CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_221,"RES 0805 221Ohm 1/8W",221,0805,1/8,Digikey,541-221CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_226,"RES 0805 226Ohm 1/8W",226,0805,1/8,Digikey,541-226CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_232,"RES 0805 232Ohm 1/8W",232,0805,1/8,Digikey,541-232CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_237,"RES 0805 237Ohm 1/8W",237,0805,1/8,Digikey,541-237CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_243,"RES 0805 243Ohm 1/8W",243,0805,1/8,Digikey,541-243CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_249,"RES 0805 249Ohm 1/8W",249,0805,1/8,Digikey,541-249CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_255,"RES 0805 255Ohm 1/8W",255,0805,1/8,Digikey,541-255CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_261,"RES 0805 261Ohm 1/8W",261,0805,1/8,Digikey,541-261CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_267,"RES 0805 267Ohm 1/8W",267,0805,1/8,Digikey,541-267CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_274,"RES 0805 274Ohm 1/8W",274,0805,1/8,Digikey,541-274CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_280,"RES 0805 280Ohm 1/8W",280,0805,1/8,Digikey,541-280CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_287,"RES 0805 287Ohm 1/8W",287,0805,1/8,Digikey,541-287CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_294,"RES 0805 294Ohm 1/8W",294,0805,1/8,Digikey,541-294CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_301,"RES 0805 301Ohm 1/8W",301,0805,1/8,Digikey,541-301CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_309,"RES 0805 309Ohm 1/8W",309,0805,1/8,Digikey,541-309CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_316,"RES 0805 316Ohm 1/8W",316,0805,1/8,Digikey,541-316CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_324,"RES 0805 324Ohm 1/8W",324,0805,1/8,Digikey,541-324CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_332,"RES 0805 332Ohm 1/8W",332,0805,1/8,Digikey,541-332CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_340,"RES 0805 340Ohm 1/8W",340,0805,1/8,Digikey,541-340CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_348,"RES 0805 348Ohm 1/8W",348,0805,1/8,Digikey,541-348CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_357,"RES 0805 357Ohm 1/8W",357,0805,1/8,Digikey,541-357CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_365,"RES 0805 365Ohm 1/8W",365,0805,1/8,Digikey,541-365CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_374,"RES 0805 374Ohm 1/8W",374,0805,1/8,Digikey,541-374CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
RES0805_383,"RES 0805 383Ohm 1/8W",383,0805,1/8,Digikey,541-383CCT-ND,Atlantix_R.SchLib,Res1,Atlantix_R.PcbLib,RES0805,Atlantix EDA, =Description
